work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_location,remote_ratio,company_location,company_size,employee_residence
2023,Senior,Full Time,Data Engineer,140000,USD,140000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,205920,USD,205920,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,171600,USD,171600,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,121500,USD,121500,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,78000,USD,78000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,154000,USD,154000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,116000,USD,116000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,190000,USD,190000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,136000,USD,136000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Analyst,65000,GBP,78990,GB,100,United Kingdom,Medium,United Kingdom
2023,Mid-level,Full Time,Data Analyst,36050,GBP,43809,GB,100,United Kingdom,Medium,United Kingdom
2023,Senior,Full Time,Data Analyst,180000,USD,180000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,110000,USD,110000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,275300,USD,275300,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,183000,USD,183000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,170000,USD,170000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,140000,USD,140000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,154000,USD,154000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,116000,USD,116000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,160000,USD,160000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,130000,USD,130000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,200000,USD,200000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,175000,USD,175000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,160000,USD,160000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,105000,GBP,127599,GB,0,United Kingdom,Medium,United Kingdom
2023,Mid-level,Full Time,Data Engineer,85000,GBP,103294,GB,0,United Kingdom,Medium,United Kingdom
2023,Senior,Full Time,Data Engineer,153600,USD,153600,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,106800,USD,106800,US,0,USA,Medium,USA
2023,Entry-level,Full Time,Data Analyst,85000,USD,85000,US,100,USA,Medium,USA
2023,Entry-level,Full Time,Data Analyst,75000,USD,75000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,225000,USD,225000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,156400,USD,156400,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,150000,USD,150000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,120000,USD,120000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,163800,USD,163800,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,126000,USD,126000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,145000,USD,145000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,90000,USD,90000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,204500,USD,204500,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,142200,USD,142200,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,95000,USD,95000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,85500,USD,85500,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,167500,USD,167500,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,106500,USD,106500,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,163800,USD,163800,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,126000,USD,126000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Analyst,155000,USD,155000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Analyst,140000,USD,140000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,250000,USD,250000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,200000,USD,200000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,260000,USD,260000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,186000,USD,186000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,160000,USD,160000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,130000,USD,130000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,200000,USD,200000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,150000,USD,150000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,45000,EUR,48289,ES,0,Spain,Medium,Spain
2023,Senior,Full Time,Data Scientist,36000,EUR,38631,ES,0,Spain,Medium,Spain
2023,Senior,Full Time,Data Scientist,150000,USD,150000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,120000,USD,120000,US,0,USA,Medium,USA
2023,Entry-level,Full Time,Data Analyst,30000,USD,30000,IN,50,India,Medium,India
2023,Mid-level,Full Time,Data Scientist,185000,USD,185000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Scientist,125000,USD,125000,US,0,USA,Medium,USA
2022,Entry-level,Part Time,Data Analyst,34320,USD,34320,US,100,USA,Small,USA
2022,Mid-level,Full Time,Data Analyst,48000,BRL,9289,BR,100,Brazil,Medium,Brazil
2023,Senior,Full Time,Data Scientist,70000,EUR,75116,PT,100,Portugal,Large,Portugal
2022,Expert,Full Time,Data Scientist,106000,USD,106000,UZ,0,Russia,Large,Russia
2023,Senior,Full Time,Data Analyst,175000,USD,175000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,130000,USD,130000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,122000,USD,122000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,93800,USD,93800,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,150000,USD,150000,MX,100,Mexico,Medium,Mexico
2023,Senior,Full Time,Data Scientist,90000,USD,90000,MX,100,Mexico,Medium,Mexico
2023,Senior,Full Time,Data Analyst,165000,USD,165000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,112000,USD,112000,US,100,USA,Medium,USA
2023,Entry-level,Full Time,Machine Learning,220000,USD,220000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,67000,EUR,71897,DE,100,Germany,Medium,Germany
2023,Entry-level,Full Time,Machine Learning,60000,EUR,64385,DE,0,Germany,Medium,Germany
2023,Senior,Full Time,Machine Learning,204500,USD,204500,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,142200,USD,142200,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,1300000,INR,15806,IN,100,India,Small,India
2023,Mid-level,Full Time,Machine Learning,200000,USD,200000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,175000,USD,175000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,185900,USD,185900,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,129300,USD,129300,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,185900,USD,185900,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,121700,USD,121700,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,204500,USD,204500,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,142200,USD,142200,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Scientist,40000,USD,40000,FR,50,France,Large,France
2023,Senior,Full Time,Data Scientist,1000000,THB,29453,TH,50,Thailand,Medium,Thailand
2023,Senior,Full Time,Data Analyst,180180,USD,180180,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,106020,USD,106020,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,136000,USD,136000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,104000,USD,104000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,125000,USD,125000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,110000,USD,110000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,153400,USD,153400,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,122700,USD,122700,US,0,USA,Medium,USA
2023,Expert,Full Time,Data Engineer,310000,USD,310000,US,100,USA,Medium,USA
2023,Expert,Full Time,Data Engineer,239000,USD,239000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,152380,USD,152380,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,121904,USD,121904,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,185900,USD,185900,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,129300,USD,129300,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,247500,USD,247500,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,172200,USD,172200,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Architect,168400,USD,168400,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Architect,105200,USD,105200,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,128280,USD,128280,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,106900,USD,106900,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,192000,USD,192000,US,100,USA,Large,USA
2023,Mid-level,Full Time,Data Engineer,140000,USD,140000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,100000,USD,100000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,100000,EUR,107309,DE,100,Germany,Small,Germany
2023,Senior,Full Time,Machine Learning,80000,EUR,85847,DE,100,Germany,Small,Germany
2023,Senior,Full Time,Machine Learning,275000,USD,275000,DE,0,Germany,Medium,Germany
2023,Senior,Full Time,Machine Learning,174000,USD,174000,DE,0,Germany,Medium,Germany
2023,Senior,Full Time,Data Engineer,139500,USD,139500,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,109400,USD,109400,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,139500,USD,139500,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,109400,USD,109400,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,170500,USD,170500,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,85000,USD,85000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,60027,GBP,72946,GB,0,United Kingdom,Medium,United Kingdom
2023,Senior,Full Time,Data Engineer,44737,GBP,54365,GB,0,United Kingdom,Medium,United Kingdom
2023,Expert,Full Time,Data Scientist,131899,GBP,160288,GB,0,United Kingdom,Medium,United Kingdom
2023,Expert,Full Time,Data Scientist,104891,GBP,127467,GB,0,United Kingdom,Medium,United Kingdom
2023,Senior,Full Time,Data Engineer,80000,USD,80000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,65000,USD,65000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,124740,USD,124740,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,65488,USD,65488,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,72200,USD,72200,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,64980,USD,64980,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,153600,USD,153600,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,106800,USD,106800,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,179975,USD,179975,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,86466,USD,86466,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,90000,USD,90000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Analyst ,42000,GBP,51039,GB,0,United Kingdom,Medium,United Kingdom
2023,Mid-level,Full Time,Data Analyst ,35000,GBP,42533,GB,0,United Kingdom,Medium,United Kingdom
2023,Senior,Full Time,Data Scientist,149076,USD,149076,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,82365,USD,82365,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,169000,USD,169000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,110600,USD,110600,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,175000,USD,175000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,120000,USD,120000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,230000,USD,230000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,180000,USD,180000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,153600,USD,153600,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,106800,USD,106800,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,140000,USD,140000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,205920,USD,205920,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,171600,USD,171600,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,165000,USD,165000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,125000,USD,125000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,265000,USD,265000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,185000,USD,185000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,130000,USD,130000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Scientist,168000,USD,168000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,36000,EUR,38631,ES,50,Spain,Large,Spain
2023,Senior,Full Time,Data Analyst,95000,USD,95000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,85500,USD,85500,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,147100,USD,147100,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,90700,USD,90700,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,167580,USD,167580,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,87980,USD,87980,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,202000,USD,202000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,135000,USD,135000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,163800,USD,163800,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,126000,USD,126000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,163800,USD,163800,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,126000,USD,126000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,104000,USD,104000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,65000,USD,65000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,230000,USD,230000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,148000,USD,148000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,269000,USD,269000,CA,100,Canada,Medium,Canada
2023,Senior,Full Time,Machine Learning,158000,USD,158000,CA,100,Canada,Medium,Canada
2023,Senior,Full Time,Data Analyst,197000,USD,197000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,106000,USD,106000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,150000,USD,150000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,100000,USD,100000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,290000,USD,290000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,210000,USD,210000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,192000,USD,192000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,172800,USD,172800,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,300240,USD,300240,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,200160,USD,200160,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,300240,USD,300240,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,200160,USD,200160,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,175000,USD,175000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,140000,USD,140000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,169000,USD,169000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,100000,USD,100000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,370000,USD,370000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,245000,USD,245000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,95000,GBP,115447,GB,100,United Kingdom,Large,United Kingdom
2023,Senior,Full Time,Data Analyst,110000,USD,110000,US,100,USA,Small,USA
2023,Senior,Full Time,Data Analyst,80000,USD,80000,US,100,USA,Small,USA
2023,Entry-level,Full Time,Data Analyst,55000,USD,55000,US,0,USA,Medium,USA
2023,Entry-level,Full Time,Data Analyst,48000,USD,48000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,95000,USD,95000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,85000,USD,85000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,137500,USD,137500,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,81500,USD,81500,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,323300,USD,323300,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,184700,USD,184700,US,0,USA,Medium,USA
2021,Mid-level,Full Time,Machine Learning,30000,USD,30000,GH,0,Ghana,Small,Ghana
2023,Senior,Full Time,Machine Learning,186000,USD,186000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,153088,USD,153088,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,190000,USD,190000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,160000,USD,160000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,200000,USD,200000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,150000,USD,150000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,190000,USD,190000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,183310,USD,183310,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,240000,USD,240000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,180000,USD,180000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,200000,USD,200000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,150000,USD,150000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,299500,USD,299500,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,245100,USD,245100,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,144000,USD,144000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,66000,USD,66000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,148500,USD,148500,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,126277,USD,126277,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Architect,228000,USD,228000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Architect,120000,USD,120000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,180000,USD,180000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,90000,USD,90000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,126500,USD,126500,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,78000,USD,78000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,180000,USD,180000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,160000,USD,160000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,272000,USD,272000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,170000,USD,170000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Analyst,80000,USD,80000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Analyst,60000,USD,60000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,259000,USD,259000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,146000,USD,146000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,200000,USD,200000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,160000,USD,160000,US,0,USA,Medium,USA
2023,Expert,Full Time,Data Engineer,310000,USD,310000,US,100,USA,Medium,USA
2023,Expert,Full Time,Data Engineer,239000,USD,239000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,142000,USD,142000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,95000,USD,95000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,155000,USD,155000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,139500,USD,139500,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,140000,USD,140000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,120000,USD,120000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,259000,USD,259000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,146000,USD,146000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Data Analyst,90000,GBP,109371,HR,0,HR,Medium,HR
2023,Mid-level,Full Time,Data Analyst,60000,GBP,72914,HR,0,HR,Medium,HR
2023,Entry-level,Part Time,Data Analyst,78000,PLN,17779,PL,100,India,Large,India
2023,Entry-level,Full Time,Data Scientist,101400,BRL,19522,BR,100,Brazil,Large,Brazil
2023,Senior,Full Time,Data Scientist,247500,USD,247500,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,172200,USD,172200,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,225000,USD,225000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,156400,USD,156400,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,139500,USD,139500,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,109400,USD,109400,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,125000,USD,125000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,90000,USD,90000,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,100000,EUR,107309,FR,100,France,Medium,France
2023,Senior,Full Time,Machine Learning,70000,EUR,75116,FR,100,France,Medium,France
2023,Senior,Full Time,Data Scientist,185900,USD,185900,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,129300,USD,129300,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,139500,USD,139500,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,109400,USD,109400,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,120000,USD,120000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,75000,USD,75000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,169000,USD,169000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,110600,USD,110600,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,288000,USD,288000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,140000,USD,140000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,288000,USD,288000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,140000,USD,140000,US,100,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Engineer,90000,USD,90000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Data Scientist,60000,GBP,72914,GB,0,United Kingdom,Medium,United Kingdom
2023,Mid-level,Full Time,Data Scientist,50000,GBP,60761,GB,0,United Kingdom,Medium,United Kingdom
2023,Senior,Full Time,Data Scientist,215050,USD,215050,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,156400,USD,156400,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Architect,198000,USD,198000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Architect,114000,USD,114000,US,100,USA,Medium,USA
2023,Entry-level,Full Time,Data Analyst,75000,USD,75000,US,100,USA,Medium,USA
2023,Entry-level,Full Time,Data Analyst,60000,USD,60000,US,100,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,204500,USD,204500,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,142200,USD,142200,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,209300,USD,209300,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Scientist,182200,USD,182200,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,140000,USD,140000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Scientist,85000,USD,85000,US,0,USA,Medium,USA
2023,Mid-level,Full Time,Machine Learning,40000,GBP,48609,GB,100,United Kingdom,Medium,United Kingdom
2023,Entry-level,Full Time,Machine Learning,120000,USD,120000,GB,100,United Kingdom,Medium,United Kingdom
2023,Entry-level,Full Time,Machine Learning,60000,USD,60000,GB,100,United Kingdom,Medium,United Kingdom
2023,Senior,Full Time,Machine Learning,147100,USD,147100,US,0,USA,Medium,USA
2023,Senior,Full Time,Machine Learning,90700,USD,90700,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,230000,USD,230000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,170000,USD,170000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,227000,USD,227000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,108000,USD,108000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,180000,USD,180000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,160000,USD,160000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Architect,180000,USD,180000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Architect,160000,USD,160000,US,100,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,180000,USD,180000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,130000,USD,130000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Analyst,52000,EUR,55800,ES,100,Spain,Medium,Spain
2023,Senior,Full Time,Data Analyst,48000,EUR,51508,ES,100,Spain,Medium,Spain
2023,Entry-level,Full Time,Data Analyst,60000,USD,60000,US,100,USA,Large,USA
2023,Entry-level,Full Time,Data Analyst,50000,USD,50000,KW,50,USA,Large,USA
2023,Senior,Full Time,Data Engineer,226700,USD,226700,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,133300,USD,133300,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,252000,USD,252000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Engineer,129000,USD,129000,US,0,USA,Medium,USA
2023,Senior,Full Time,Data Architect,124999,GBP,151902,GB,100,United Kingdom,Large,United Kingdom
